path,breed,species,pretty,folder,breed_id,species_id
/Users/mnfom/Projects/cnn-Makarena-211/petfaces/cat_Sphynx/Sphynx_162.jpg,Sphynx,cat,Sphynx,cat_Sphynx,11,0
/Users/mnfom/Projects/cnn-Makarena-211/petfaces/cat_Russian/Russian_Blue_178.jpg,Russian_Blue,cat,Russian Blue,cat_Russian,9,0
/Users/mnfom/Projects/cnn-Makarena-211/petfaces/dog_staffordshire/staffordshire_bull_terrier_143.jpg,staffordshire_bull_terrier,dog,staffordshire bull terrier,dog_staffordshire,34,1
/Users/mnfom/Projects/cnn-Makarena-211/petfaces/dog_american/american_bulldog_111.jpg,american_bulldog,dog,american bulldog,dog_american,12,1
/Users/mnfom/Projects/cnn-Makarena-211/petfaces/dog_boxer/boxer_114.jpg,boxer,dog,boxer,dog_boxer,16,1
/Users/mnfom/Projects/cnn-Makarena-211/petfaces/dog_staffordshire/staffordshire_bull_terrier_127.jpg,staffordshire_bull_terrier,dog,staffordshire bull terrier,dog_staffordshire,34,1
/Users/mnfom/Projects/cnn-Makarena-211/petfaces/dog_american/american_bulldog_196.jpg,american_bulldog,dog,american bulldog,dog_american,12,1
/Users/mnfom/Projects/cnn-Makarena-211/petfaces/dog_german/german_shorthaired_147.jpg,german_shorthaired,dog,german shorthaired,dog_german,20,1
/Users/mnfom/Projects/cnn-Makarena-211/petfaces/dog_english/english_cocker_spaniel_120.jpg,english_cocker_spaniel,dog,english cocker spaniel,dog_english,18,1
/Users/mnfom/Projects/cnn-Makarena-211/petfaces/dog_english/english_cocker_spaniel_126.jpg,english_cocker_spaniel,dog,english cocker spaniel,dog_english,18,1
/Users/mnfom/Projects/cnn-Makarena-211/petfaces/dog_basset/basset_hound_122.jpg,basset_hound,dog,basset hound,dog_basset,14,1
/Users/mnfom/Projects/cnn-Makarena-211/petfaces/dog_wheaten/wheaten_terrier_11.jpg,wheaten_terrier,dog,wheaten terrier,dog_wheaten,35,1
/Users/mnfom/Projects/cnn-Makarena-211/petfaces/cat_Birman/Birman_18.jpg,Birman,cat,Birman,cat_Birman,2,0
/Users/mnfom/Projects/cnn-Makarena-211/petfaces/dog_beagle/beagle_111.jpg,beagle,dog,beagle,dog_beagle,15,1
/Users/mnfom/Projects/cnn-Makarena-211/petfaces/dog_great/great_pyrenees_190.jpg,great_pyrenees,dog,great pyrenees,dog_great,21,1
/Users/mnfom/Projects/cnn-Makarena-211/petfaces/cat_Siamese/Siamese_160.jpg,Siamese,cat,Siamese,cat_Siamese,10,0
/Users/mnfom/Projects/cnn-Makarena-211/petfaces/dog_havanese/havanese_148.jpg,havanese,dog,havanese,dog_havanese,22,1
/Users/mnfom/Projects/cnn-Makarena-211/petfaces/cat_Abyssinian/Abyssinian_167.jpg,Abyssinian,cat,Abyssinian,cat_Abyssinian,0,0
/Users/mnfom/Projects/cnn-Makarena-211/petfaces/dog_shiba/shiba_inu_107.jpg,shiba_inu,dog,shiba inu,dog_shiba,33,1
/Users/mnfom/Projects/cnn-Makarena-211/petfaces/dog_english/english_cocker_spaniel_176.jpg,english_cocker_spaniel,dog,english cocker spaniel,dog_english,18,1
/Users/mnfom/Projects/cnn-Makarena-211/petfaces/dog_scottish/scottish_terrier_167.jpg,scottish_terrier,dog,scottish terrier,dog_scottish,32,1
/Users/mnfom/Projects/cnn-Makarena-211/petfaces/dog_wheaten/wheaten_terrier_176.jpg,wheaten_terrier,dog,wheaten terrier,dog_wheaten,35,1
/Users/mnfom/Projects/cnn-Makarena-211/petfaces/dog_english/english_cocker_spaniel_168.jpg,english_cocker_spaniel,dog,english cocker spaniel,dog_english,18,1
/Users/mnfom/Projects/cnn-Makarena-211/petfaces/cat_Ragdoll/Ragdoll_133.jpg,Ragdoll,cat,Ragdoll,cat_Ragdoll,8,0
/Users/mnfom/Projects/cnn-Makarena-211/petfaces/cat_Bengal/Bengal_121.jpg,Bengal,cat,Bengal,cat_Bengal,1,0
/Users/mnfom/Projects/cnn-Makarena-211/petfaces/dog_saint/saint_bernard_17.jpg,saint_bernard,dog,saint bernard,dog_saint,30,1
/Users/mnfom/Projects/cnn-Makarena-211/petfaces/cat_Russian/Russian_Blue_142.jpg,Russian_Blue,cat,Russian Blue,cat_Russian,9,0
/Users/mnfom/Projects/cnn-Makarena-211/petfaces/cat_Russian/Russian_Blue_184.jpg,Russian_Blue,cat,Russian Blue,cat_Russian,9,0
/Users/mnfom/Projects/cnn-Makarena-211/petfaces/dog_keeshond/keeshond_166.jpg,keeshond,dog,keeshond,dog_keeshond,24,1
/Users/mnfom/Projects/cnn-Makarena-211/petfaces/cat_Bengal/Bengal_101.jpg,Bengal,cat,Bengal,cat_Bengal,1,0
/Users/mnfom/Projects/cnn-Makarena-211/petfaces/dog_american/american_pit_bull_terrier_157.jpg,american_pit_bull_terrier,dog,american pit bull terrier,dog_american,13,1
/Users/mnfom/Projects/cnn-Makarena-211/petfaces/dog_staffordshire/staffordshire_bull_terrier_111.jpg,staffordshire_bull_terrier,dog,staffordshire bull terrier,dog_staffordshire,34,1
/Users/mnfom/Projects/cnn-Makarena-211/petfaces/cat_Ragdoll/Ragdoll_151.jpg,Ragdoll,cat,Ragdoll,cat_Ragdoll,8,0
/Users/mnfom/Projects/cnn-Makarena-211/petfaces/dog_wheaten/wheaten_terrier_141.jpg,wheaten_terrier,dog,wheaten terrier,dog_wheaten,35,1
/Users/mnfom/Projects/cnn-Makarena-211/petfaces/cat_Ragdoll/Ragdoll_158.jpg,Ragdoll,cat,Ragdoll,cat_Ragdoll,8,0
/Users/mnfom/Projects/cnn-Makarena-211/petfaces/dog_pomeranian/pomeranian_10.jpg,pomeranian,dog,pomeranian,dog_pomeranian,28,1
/Users/mnfom/Projects/cnn-Makarena-211/petfaces/dog_american/american_bulldog_101.jpg,american_bulldog,dog,american bulldog,dog_american,12,1
/Users/mnfom/Projects/cnn-Makarena-211/petfaces/cat_British/British_Shorthair_156.jpg,British_Shorthair,cat,British Shorthair,cat_British,4,0
/Users/mnfom/Projects/cnn-Makarena-211/petfaces/dog_shiba/shiba_inu_117.jpg,shiba_inu,dog,shiba inu,dog_shiba,33,1
/Users/mnfom/Projects/cnn-Makarena-211/petfaces/dog_boxer/boxer_180.jpg,boxer,dog,boxer,dog_boxer,16,1
/Users/mnfom/Projects/cnn-Makarena-211/petfaces/dog_basset/basset_hound_171.jpg,basset_hound,dog,basset hound,dog_basset,14,1
/Users/mnfom/Projects/cnn-Makarena-211/petfaces/dog_wheaten/wheaten_terrier_155.jpg,wheaten_terrier,dog,wheaten terrier,dog_wheaten,35,1
/Users/mnfom/Projects/cnn-Makarena-211/petfaces/dog_pug/pug_187.jpg,pug,dog,pug,dog_pug,29,1
/Users/mnfom/Projects/cnn-Makarena-211/petfaces/dog_american/american_pit_bull_terrier_112.jpg,american_pit_bull_terrier,dog,american pit bull terrier,dog_american,13,1
/Users/mnfom/Projects/cnn-Makarena-211/petfaces/cat_Maine/Maine_Coon_10.jpg,Maine_Coon,cat,Maine Coon,cat_Maine,6,0
/Users/mnfom/Projects/cnn-Makarena-211/petfaces/dog_basset/basset_hound_178.jpg,basset_hound,dog,basset hound,dog_basset,14,1
/Users/mnfom/Projects/cnn-Makarena-211/petfaces/cat_Sphynx/Sphynx_181.jpg,Sphynx,cat,Sphynx,cat_Sphynx,11,0
/Users/mnfom/Projects/cnn-Makarena-211/petfaces/dog_wheaten/wheaten_terrier_181.jpg,wheaten_terrier,dog,wheaten terrier,dog_wheaten,35,1
/Users/mnfom/Projects/cnn-Makarena-211/petfaces/dog_pug/pug_185.jpg,pug,dog,pug,dog_pug,29,1
/Users/mnfom/Projects/cnn-Makarena-211/petfaces/dog_saint/saint_bernard_14.jpg,saint_bernard,dog,saint bernard,dog_saint,30,1
/Users/mnfom/Projects/cnn-Makarena-211/petfaces/cat_Birman/Birman_123.jpg,Birman,cat,Birman,cat_Birman,2,0
/Users/mnfom/Projects/cnn-Makarena-211/petfaces/dog_yorkshire/yorkshire_terrier_161.jpg,yorkshire_terrier,dog,yorkshire terrier,dog_yorkshire,36,1
/Users/mnfom/Projects/cnn-Makarena-211/petfaces/dog_shiba/shiba_inu_176.jpg,shiba_inu,dog,shiba inu,dog_shiba,33,1
/Users/mnfom/Projects/cnn-Makarena-211/petfaces/dog_miniature/miniature_pinscher_103.jpg,miniature_pinscher,dog,miniature pinscher,dog_miniature,26,1
/Users/mnfom/Projects/cnn-Makarena-211/petfaces/dog_chihuahua/chihuahua_14.jpg,chihuahua,dog,chihuahua,dog_chihuahua,17,1
/Users/mnfom/Projects/cnn-Makarena-211/petfaces/dog_english/english_setter_171.jpg,english_setter,dog,english setter,dog_english,19,1
/Users/mnfom/Projects/cnn-Makarena-211/petfaces/dog_german/german_shorthaired_175.jpg,german_shorthaired,dog,german shorthaired,dog_german,20,1
/Users/mnfom/Projects/cnn-Makarena-211/petfaces/dog_american/american_pit_bull_terrier_176.jpg,american_pit_bull_terrier,dog,american pit bull terrier,dog_american,13,1
/Users/mnfom/Projects/cnn-Makarena-211/petfaces/cat_Siamese/Siamese_171.jpg,Siamese,cat,Siamese,cat_Siamese,10,0
